status,report,source,source_chars
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140671-IDEA-Nº-6POINTING-FINGERS-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/09-IDEA Nº 6POINTING FINGERS.md",3209
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140672-Apartheid-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/10-Apartheid.md",50
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140673-Mixing-a-rainbow-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/100-Mixing a rainbow.md",3254
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140674-L-OR-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/101-L'OR.md",151
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140675-Taboo-tales-move-to-the-mainstream-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/102-Taboo tales move to the mainstream.md",3346
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140676-The-sound-of-type-and-image-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/103-The sound of type and image.md",3691
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140677-Signs-of-the-times-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/104-Signs of the times.md",3984
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140678-Purity-and-prurience-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/105-Purity and prurience.md",4691
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140679-EROOSSpring-1962-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/106-EROOSSpring, 1962.md",102
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140680-From-booklet-to-blog-showcasingnew-work-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/107-From booklet to blog showcasingnew work.md",3518
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140681-The-spray-can-goes-global-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/108-The spray can goes global.md",3736
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140682-A-fingerprint-for-the-digital-age-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/109-A fingerprint for the digital age.md",3247
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140683-Designers-grappling-with-mortality-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/11-Designers grappling with mortality.md",3605
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140684-Anonymous-designs-become-preciousvisual-references-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/110-Anonymous designs become preciousvisual references.md",3756
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140685-Deconstructing-graphic-design-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/111-Deconstructing graphic design.md",3962
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140686-formcontent-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/112-formcontent.md",466
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140687-Be-your-own-designer-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/113-Be your own designer.md",3740
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140688-Irpulse-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/114-Irpulse.md",101
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140689-Getting-granular-with-a-message-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/115-Getting granular with a message.md",4997
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140690-Avoiding-ambiguity-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/116-Avoiding ambiguity.md",3518
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140691-Under-the-radar-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/117-Under the radar.md",3678
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140692-Stylistic-emblems-for-the-digital-age-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/118-Stylistic emblems for the digital age.md",3317
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140693-Brain-teasing-typographic-compositions-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/119-Brain-teasing typographic compositions.md",3200
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140694-Icon-of-militancy-and-power-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/12-Icon of militancy and power.md",4013
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140695-Marking-territory-online-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/120-Marking territory online.md",46965
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140696-Picture-credits-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/121-Picture credits.md",16156
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140697-Make-a-statement-that-can-t-be-missed-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/13-Make a statement that can't be missed.md",2324
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140698-WATCH-THE-FORDS-GO-BY-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/14-WATCH THE FORDS GO BY.md",1077
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140699-Down-with-stereotypes-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/15-Down with stereotypes.md",3645
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140700-FOLIES-BERGÈRE-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/16-FOLIES-BERGÈRE.md",97
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140701-Cut-out-of-colour-white-forms-becomefocal-points-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/17-Cut out of colour, white forms becomefocal points.md",3787
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140702-Graphic-veneers-illuminate-content-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/18-Graphic veneers illuminate content.md",3435
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140703-Inspired-by-commercial-art-fromthe-past-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/19-Inspired by commercial art fromthe past.md",3679
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140704-Irresistible-trade-characters-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/20-Irresistible trade characters.md",3523
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140705-Original-design-hits-the-marketplace-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/21-Original design hits the marketplace.md",3444
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140706-FUROREProefnummer-3-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/22-FUROREProefnummer -3.md",1348
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140707-Novelty-letterforms-underscorewords-meaning-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/23-Novelty letterforms underscorewords' meaning.md",3697
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140708-Emphatic-and-elegant-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/24-Emphatic and elegant.md",3863
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140709-Words-become-visual-artefacts-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/25-Words become visual artefacts.md",3802
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140710-A-design-essential-conveyingmultiple-messages-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/26-A design essential conveyingmultiple messages.md",3911
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140711-A-symbol-of-modernity-for-overa-century-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/27-A symbol of modernity – for overa century.md",3780
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140712-The-human-figure-is-reduced-tographic-elements-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/28-The human figure is reduced tographic elements.md",3729
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140713-Influencing-the-thoughts-and-deedsof-an-entire-population-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/29-Influencing the thoughts and deedsof an entire population.md",3731
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140714-THE-OBJECT-POSTER-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/30-THE OBJECT POSTER.md",3170
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140715-Playful-colours-and-shapes-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/31-Playful colours and shapes.md",3314
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140716-MOORE-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/32-MOORE.md",76
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140717-LE-FIGARO-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/33-LE FIGARO.md",25976
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140718-Artists-taking-a-subversive-stand-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/34-Artists taking a subversive stand.md",3968
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140719-SNTLSOSAUAU-FT-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/35-SNTLSOSAUAU-FT.md",132
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140720-Propagating-styles-and-methodsof-design-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/36-Propagating styles and methodsof design.md",3962
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140721-Floral-patterns-are-rediscovered-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/37-Floral patterns are rediscovered.md",2905
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140722-ORINHTHESTORYOFCoca-Cola-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/38-ORINHTHESTORYOFCoca-Cola.md",256
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140723-Text-as-representational-imagery-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/39-Text as representational imagery.md",3856
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140724-High-decibel-words-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/40-High decibel words.md",3387
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140725-The-Modern-alternative-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/41-The Modern alternative.md",3714
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140726-DIE-FRAU-OHE-MWEKZWEITER-TEIL-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/42-DIE FRAU OHE MWEKZWEITER TEIL.md",269
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140727-A-powerful-partnership-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/43-A powerful partnership.md",3725
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140728-Gigantic-graphic-art-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/44-Gigantic graphic art.md",7176
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140729-Wit-and-ornament-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/45-Wit and ornament.md",3285
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140730-abedefghijklmnopqrstuvwxyzARCDEFGHIJKLMNOPARSTUUUXYZ12345678-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/46-abedefghijklmnopqrstuvwxyzARCDEFGHIJKLMNOPARSTUUUXYZ12345678.md",199
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140731-Flying-off-the-page-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/47-Flying off the page.md",3728
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140732-Think-small-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/48-Think small..md",842
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140733-The-grand-visual-overview-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/49-The grand visual overview.md",3977
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140734-Telling-a-book-by-its-cover-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/50-Telling a book by its cover.md",2815
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140735-Seeing-alphabets-everywhere-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/51-Seeing alphabets everywhere.md",2984
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140736-The-expressive-cut-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/52-The expressive cut.md",3395
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140737-the-theory-andpracticeoflayoutPAGETHE-STUDIO-LTD-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/53-the theory andpracticeoflayoutPAGETHE STUDIO LTD.md",134
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140738-Distilling-theory-from-practice-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/54-Distilling theory from practice.md",3588
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140739-MERZ11-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/55-MERZ11.md",1441
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140740-Magazines-as-laboratory-forartistic-experiment-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/56-Magazines as laboratory forartistic experiment.md",3852
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140741-Cutting-edge-appeal-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/57-Cutting-edge appeal.md",3774
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140742-Visual-pranks-can-incorporateconcealed-messages-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/58-Visual pranks can incorporateconcealed messages.md",3726
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140743-A-new-tool-for-propagandists-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/59-A new tool for propagandists.md",3258
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140744-Worth-a-thousand-words-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/60-Worth a thousand words.md",4718
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140745-A-portrait-becomes-a-trademark-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/61-A portrait becomes a trademark.md",3135
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140746-Fuster-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/62-Fuster.md",89
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140747-Translating-emotions-intographic-form-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/63-Translating emotions intographic form.md",3600
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140748-Building-on-Constructivist-foundations-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/64-Building on Constructivist foundations.md",3165
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140749-Bigger-is-better-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/65-Bigger is better.md",3478
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140750-Body-language-can-motivate-excite-or-outrage-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/66-Body language can motivate,excite or outrage.md",3822
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140751-MOTION-GRAPHICS-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/67-MOTION GRAPHICS.md",3982
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140752-The-light-fantastic-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/68-The light fantastic.md",3490
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140753-Entering-the-third-dimension-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/69-Entering the third dimension.md",4131
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140754-Measuring-excellence-in-design-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/70-Measuring excellence in design.md",3503
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140755-UNIONDESARTISTESMODERNES-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/71-UNIONDESARTISTESMODERNES.md",149
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140756-Keeping-up-to-date-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/72-Keeping up to date.md",5722
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140757-IDEA-Nº-56VIBRATING-COLOUR-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/73-IDEA Nº 56VIBRATING COLOUR.md",4002
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140758-Why-the-language-of-comic-books-hasbeen-called-an-invisible-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/74-Why the language of comic books hasbeen called an invisible.md",3680
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140759-A-sequential-narrative-in-pictures-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/75-A sequential narrative in pictures.md",3277
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140760-deFrilm-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/76-deFrilm.md",131
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140761-The-geometry-of-ideal-proportions-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/77-The geometry of ideal proportions.md",3591
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140762-Creating-a-landscape-inside-our-head-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/78-Creating a landscape inside our head.md",3483
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140763-Pitching-right-or-left-giveslayouts-that-swing-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/79-Pitching right or left giveslayouts 'that swing'.md",3436
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140764-STENCIL-TYPE-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/80-STENCIL TYPE.md",4202
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140765-The-cartoon-aesthetic-comes-of-age-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/81-The cartoon aesthetic comes of age.md",3618
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140766-Nothing-is-sacred-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/82-Nothing is sacred.md",3883
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140767-SUSTAINABLE-PACKAGING-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/83-SUSTAINABLE PACKAGING.md",3860
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140768-Making-a-difference-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/84-Making a difference.md",3379
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140769-A-company-s-image-goes-beyondits-products-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/85-A company's image goes beyondits products.md",3543
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140770-Transparent-colours-add-depth-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/86-Transparent colours add depth.md",3737
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140771-Define-the-problem-design-the-solution-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/87-Define the problem, design the solution.md",3972
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140772-Artistic-alignment-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/88-Artistic alignment.md",3489
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140773-Capturing-the-consumer-s-loyalty-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/89-Capturing the consumer's loyalty.md",3588
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140774-When-nothing-is-something-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/90-When nothing is something.md",4255
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140775-IDEA-Nº-73LESS-IS-MORE-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/91-IDEA Nº 73LESS IS MORE.md",7278
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140776-defghinopqrwxyz-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/92-defghinopqrwxyz.md",860
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140777-Cutting-edge-credits-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/93-Cutting-edge credits.md",4026
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140778-Designed-for-browsing-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/94-Designed for browsing.md",3450
rewritten,"00-books-result/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/B44140779-Retro-classics-remade-report.md","00-books/Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》/95-Retro classics remade.md",7586
